Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Brand_Name,Ticker,Industry_Tag,Country,Capital Gains
11/22/2024 5:00,9.399999618530272,9.779999732971191,9.215000153,9.539999961853027,20186358,0,0,peloton,PTON,fitness,usa,
11/22/2024 5:00,103.8000030517578,107.7300033569336,103.75,106.08000183105467,1921400,0,0,crocs,CROX,footwear,usa,
11/22/2024 5:00,64.23999786376953,64.48000336,63.650001525878906,63.91999816894531,19545900,0,0,the coca-cola company,KO,food & beverage,usa,
11/22/2024 5:00,896,906,893,897.7899780273438,3209800,0,0,netflix,NFLX,entertainment,usa,
11/22/2024 5:00,22.989999771118164,23.520000457763672,22.64999961853028,23.12999916,4266000,0,0,foot locker,FL,footwear,usa,
11/22/2024 5:00,26.36000061035156,26.559999465942383,26.18000030517578,26.38999938964844,593300,0,0,philips,PHG,technology,netherlands,
11/22/2024 5:00,22.770000457763672,23.51000022888184,22.75,23.239999771118164,2081700,0,0,nordstrom,JWN,retail,usa,
11/22/2024 5:00,127.69000244140624,128.47999572753906,126.37000274658205,128.4199981689453,3052400,0,0,3m,MMM,manufacturing,usa,
11/22/2024 5:00,296.19000244140625,302.3800048828125,295.1700134277344,299.9700012207031,1845800,0,0,fedex,FDX,logistics,usa,
11/22/2024 5:00,294.8900146484375,311.3699951171875,290.79998779296875,304.6400146484375,12155400,0,0,coinbase,COIN,cryptocurrency,usa,
11/22/2024 5:00,174.14999389648438,177.39999389648438,173.8800048828125,176.27999877929688,10608900,0,0,procter & gamble,PG,consumer goods,usa,
11/22/2024 5:00,70,71.54000091552734,69.34999847,71.51000213623047,14862200,0,0,uber,UBER,technology,usa,
11/22/2024 5:00,155.89999389648438,157.1199951171875,154.11000061035156,155.1699981689453,8262500,0,0,johnson & johnson,JNJ,healthcare,usa,
11/22/2024 5:00,516.9299926757812,521.7100219726562,516.1799926757812,520.8599853515625,3130400,0,0,mastercard,MA,finance,usa,
11/22/2024 5:00,412.0899963378906,420.1400146484375,410.9500122070313,420,4931900,0,0,the home depot,HD,retail,usa,
11/22/2024 5:00,288.4700012207031,290.6000061035156,288.1400146484375,290.2799987792969,2878500,0,0,mcdonald's,MCD,food,usa,
11/22/2024 5:00,137.35000610351562,139.1300048828125,137.0399932861328,138.35000610351562,21742700,0,0,amd,AMD,technology,usa,
11/22/2024 5:00,10.359999656677246,10.875,10.274999618530272,10.630000114440918,19403900,0,0,zoominfo,ZI,technology,usa,
11/22/2024 5:00,283.3299865722656,284.95001220703125,282.8800048828125,284.2900085449219,990300,0,0,marriott,MAR,hospitality,usa,
11/22/2024 5:00,133.3000030517578,140.75999450683594,133.3000030517578,137.33999633789062,6299800,0,0,airbnb,ABNB,hospitality,usa,
11/22/2024 5:00,120.16999816894533,122.0500030517578,120.0999984741211,121.3000030517578,403100,0,0,lvmh,LVMUY,luxury goods,france,
11/22/2024 5:00,243.6100006103516,249.1499938964844,243.02999877929688,248.5500030517578,7994300,0,0,jpmorgan chase & co,JPM,finance,usa,
11/22/2024 5:00,57.59000015258789,58.70000076293945,57.459999084472656,58.54999923706055,14952100,0,0,cisco,CSCO,technology,usa,
11/22/2024 5:00,58.27000045776367,58.869998931884766,58.24000168,58.61000061035156,3004000,0,0,unilever,UL,consumer goods,netherlands,
11/22/2024 5:00,92.61000061035156,94.12000274658205,91.81500244140624,92.26000213623048,9103900,0,0,block,SQ,financial services,usa,
11/22/2024 5:00,502.5,513.3699951171875,502.5,512.1500244140625,2287200,0,0,adobe,ADBE,technology,usa,
11/22/2024 5:00,307.9700012207031,311.5899963378906,307.8999938964844,309.9200134277344,5919200,0,0,visa,V,finance,usa,
11/22/2024 5:00,45.459999084472656,45.459999084472656,45.459999084472656,45.459999084472656,100,0,0,puma,PMMAF,apparel,germany,
11/22/2024 5:00,293.3999938964844,301.9200134277344,292.5100098,301.29998779296875,3787900,0,0,american express,AXP,finance,usa,
11/22/2024 5:00,2.549999952316284,2.609999895095825,2.549999952316284,2.5999999046325684,169600,0,0,ubisoft,UBSFY,gaming,france,
11/22/2024 5:00,31.86000061035156,32.13999938964844,31.68000030517578,31.96999931335449,5940100,0,0,southwest airlines,LUV,aviation,usa,
11/22/2024 5:00,172.75,174.77999877929688,172.63999938964844,174.39999389648438,368900,0,0,toyota,TM,automotive,japan,
11/22/2024 5:00,107.01000213623048,107.5,105.33000183105467,106.95999908447266,7049300,0,0,shopify,SHOP,e-commerce,canada,
11/22/2024 5:00,895.5499877929688,906,893,897.7899780273438,2959049,0,0,netflix,NFLX,entertainment,usa,
11/22/2024 5:00,26.290000915527344,26.690000534057617,26.290000915527344,26.65999984741211,971800,0,0,honda,HMC,automotive,japan,
11/22/2024 5:00,100,102.55999755859376,99.76999664,102.5,6555700,0,0,starbucks,SBUX,food & beverage,usa,
11/22/2024 5:00,145.92999267578125,147.16000366210938,141.10000610351562,141.9499969482422,235772200,0,0,nvidia,NVDA,technology,usa,
11/22/2024 5:00,338.95001220703125,342.8099975585937,335.7799987792969,342.0199890136719,5648500,0,0,salesforce / slack,CRM,technology,usa,
11/22/2024 5:00,94.98999786376952,95.43000030517578,94.48999786376952,94.91999816894533,3538900,0,0,colgate palmolive,CL,consumer goods,usa,
11/22/2024 5:00,79.41000366210938,79.73999786376953,79.22000122070312,79.58000183105469,344800,0,0,logitech,LOGI,technology,switzerland,
11/22/2024 5:00,3.490000009536743,3.539999961853028,3.4800000190734863,3.5299999713897705,491200,0,0,porsche,POAHY,automotive,germany,
11/22/2024 5:00,60.33000183105469,62.43000030517578,60.24000168,62.00999832,11361700,0,0,chipotle,CMG,food,usa,
11/22/2024 5:00,70.59999847,72.25,70.26000213623047,71.76000213623047,7800,0,0,bmw group,BAMXF,automotive,germany,
11/22/2024 5:00,29.13999938964844,30.030000686645508,28.850000381469727,30.020000457763672,14752900,0,0,pinterest,PINS,social media,usa,
11/22/2024 5:00,341.0899963378906,361.5299987792969,337.70001220703125,352.5599975585937,88896400,0,0,tesla,TSLA,automotive,usa,
11/22/2024 5:00,175.94000244140625,176.41000366210938,173,174.80999755859375,1458400,0,0,hershey company,HSY,food & beverage,usa,
11/22/2024 5:00,17.709999084472656,18.21999931335449,17.579999923706055,17.610000610351562,4583100,0,0,american eagle outfitters,AEO,apparel,usa,
11/22/2024 5:00,962.7399902,976.2999877929688,958.5200195,964.0100098,2076300,0,0,costco,COST,retail,usa,
